Unnamed: 0,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
28771,/data/datasets/LRS3/trainval/49aWAHqi200/50013.wav,1.728,16000,4,3.129454,3.7322836,3.5799532,2.8728206460826944,3.3919679106875336,3.6701870985129137,3.3346663
17703,/data/datasets/LRS3/trainval/HpiZTvlWx2g/50007.wav,5.44,16000,1,3.0101788,3.9854112,2.8030462,2.790668646106311,3.537009562701887,3.0799594199142293,3.4949896
12929,/data/datasets/LRS3/trainval/kYXiegTXsEs/50001.wav,1.088,16000,8,3.288538,3.6789067,3.7134938,2.9825246408181902,3.360011299809501,3.7634401792710017,3.643087
9129,/data/datasets/LRS3/trainval/CTEhgUmSrro/50021.wav,5.248,16000,1,3.210834,4.1876664,2.9908159,2.9300303888735457,3.64511974310228,3.238865835132701,3.582654
18923,/data/datasets/LRS3/trainval/bSiGZPtWXzE/50037.wav,2.752,16000,2,2.847352,3.7499888,2.8733683,2.673552580814928,3.4024708448591925,3.140492412156406,3.6167645
21186,/data/datasets/LRS3/trainval/iCvmsMzlF7o/50025.wav,1.728,16000,4,2.6132684,4.006738,2.3731375,2.4989346916347017,3.5485985783316423,2.681101697378967,3.6125436
393,/data/datasets/LRS3/trainval/5TKRSIKtaCg/50003.wav,3.2,16000,3,2.1302385,3.0172489,2.984436,2.1150572613409566,2.9236894551728696,3.233403407479287,2.9639874
9359,/data/datasets/LRS3/trainval/gEH4gSeSt3g/50008.wav,1.088,16000,8,3.3792691,3.9472477,3.6842206,3.0420593535463385,3.515827280916502,3.74007019901621,3.3366964
14056,/data/datasets/LRS3/trainval/CHh6hWo1AFE/50001.wav,1.088,16000,8,2.2839434,3.2036664,2.5864336,2.2395871711068254,3.053881238586273,2.8837708695793047,3.1682515
16872,/data/datasets/LRS3/trainval/BwIGcvBGSRk/50014.wav,6.208,16000,3,2.629975,3.1849604,2.6928318,2.510458024003887,3.036119963554493,2.9800229891959016,3.0062187
17546,/data/datasets/LRS3/trainval/MDL85fzdc1g/50001.wav,1.856,16000,5,2.8980427,3.4601104,3.148476,2.7103458243739977,3.2239506280912225,3.364841438295455,3.3637283
